site,Prob,model,,RF_prob,SVM_prob
250,5.70E-05,XGB_prob,,0,0.001904735
98,0.00121867,XGB_prob,,0,0.002952475
256,1.46E-05,XGB_prob,,0,0.000409626
260,2.40E-05,XGB_prob,,0,0.000241831
260,0.00034189,XGB_prob,,0.01,0.007388059
260,3.98E-05,XGB_prob,,0,0.012566017
259,0.000109964,XGB_prob,,0,0.008434214
108,6.89E-06,XGB_prob,,0,0.000141135
145,6.66E-06,XGB_prob,,0,0.00022591
258,4.25E-05,XGB_prob,,0,0.000967707
260,0.000135857,XGB_prob,,0.02,0.005489479
260,0.020290021,XGB_prob,,0.14,0.122631097
172,6.76E-05,XGB_prob,,0,0.000332314
240,8.50E-05,XGB_prob,,0,0.000438791
260,0.001540833,XGB_prob,,0.02,0.074348409
260,9.22E-05,XGB_prob,,0.01,0.002413719
260,4.91E-05,XGB_prob,,0.02,0.00035077
260,0.000126428,XGB_prob,,0,0.000119957
74,2.79E-05,XGB_prob,,0,0.004424744
260,2.26E-05,XGB_prob,,0,0.000109973
260,2.34E-05,XGB_prob,,0,0.000612624
260,3.23E-05,XGB_prob,,0,0.001550937
48,0.000308206,XGB_prob,,0.03,0.030399285
260,5.84E-05,XGB_prob,,0,0.00164744
260,0.002909795,XGB_prob,,0.06,0.037347516
190,3.86E-05,XGB_prob,,0,0.000479329
256,0.000877048,XGB_prob,,0.12,0.014358632
260,1.36E-05,XGB_prob,,0,0.000175724
260,1.23E-05,XGB_prob,,0,0.000133077
260,0.000223046,XGB_prob,,0.02,0.001198073
260,3.32E-05,XGB_prob,,0,0.000175545
260,8.36E-06,XGB_prob,,0,0.000124733
260,2.39E-05,XGB_prob,,0,0.000297071
258,3.74E-05,XGB_prob,,0.01,0.01359091
118,1.34E-05,XGB_prob,,0,0.001235135
258,1.60E-05,XGB_prob,,0,0.000203018
93,3.23E-05,XGB_prob,,0,9.51E-05
260,2.24E-05,XGB_prob,,0,7.20E-05
260,3.30E-05,XGB_prob,,0,0.003903302
260,3.06E-05,XGB_prob,,0,0.000304713
260,4.68E-05,XGB_prob,,0,0.000286456
260,0.000609656,XGB_prob,,0.02,0.012642042
260,1.42E-05,XGB_prob,,0,7.01E-05
189,2.08E-05,XGB_prob,,0,0.000286604
260,0.000621472,XGB_prob,,0.02,0.00515978
258,0.000235734,XGB_prob,,0.03,0.003335499
215,0.000683387,XGB_prob,,0,0.010398229
23,6.79E-05,XGB_prob,,0,0.000294873
260,3.77E-05,XGB_prob,,0,0.002055049
26,4.75E-05,XGB_prob,,0,0.000779278
136,2.94E-05,XGB_prob,,0,0.001503484
260,6.24E-05,XGB_prob,,0,0.000771277
260,0.000134781,XGB_prob,,0.01,0.001910185
256,2.17E-05,XGB_prob,,0,0.000283616
260,1.00E-05,XGB_prob,,0,0.002072894
160,0.000136947,XGB_prob,,0.05,0.008384809
73,0.000116342,XGB_prob,,0.01,0.018549592
238,8.11E-06,XGB_prob,,0,0.000290356
260,1.54E-05,XGB_prob,,0,5.45E-05
260,2.56E-05,XGB_prob,,0,0.002878019
251,2.41E-05,XGB_prob,,0,5.92E-05
107,1.87E-05,XGB_prob,,0.01,0.002685473
258,0.000618511,XGB_prob,,0,0.00492933
208,3.58E-05,XGB_prob,,0.01,0.000299645
260,0.000125956,XGB_prob,,0,0.000583068
260,4.39E-05,XGB_prob,,0,0.002330948
260,4.91E-05,XGB_prob,,0,0.000689678
260,0.000130035,XGB_prob,,0,0.00057371
92,5.88E-06,XGB_prob,,0,5.59E-05
119,1.02E-05,XGB_prob,,0,8.12E-05
19,0.097315602,XGB_prob,,0.13,0.059837938
260,4.46E-05,XGB_prob,,0,0.001053453
260,0.000380801,XGB_prob,,0.01,0.004331173
260,2.99E-05,XGB_prob,,0,0.000420692
209,8.11E-05,XGB_prob,,0,0.013877608
260,2.74E-05,XGB_prob,,0,0.027294226
260,1.69E-05,XGB_prob,,0,6.43E-05
215,6.84E-06,XGB_prob,,0,4.31E-05
209,2.73E-05,XGB_prob,,0,0.000686857
260,0.000247654,XGB_prob,,0,0.007878752
260,4.51E-05,XGB_prob,,0,0.000149399
260,1.14E-05,XGB_prob,,0,4.44E-05
259,9.73E-06,XGB_prob,,0,0.00051451
240,0.000768989,XGB_prob,,0,0.008254485
258,6.73E-05,XGB_prob,,0,0.000557981
260,0.000318736,XGB_prob,,0,0.000393227
166,4.87E-05,XGB_prob,,0,0.000369794
260,8.63E-05,XGB_prob,,0,0.001414633
258,0.000148427,XGB_prob,,0.02,0.002403724
89,8.64E-06,XGB_prob,,0,0.000147191
258,0.000739911,XGB_prob,,0,0.009418831
104,5.42E-05,XGB_prob,,0,0.000541292
92,0.005930571,XGB_prob,,0.03,0.03737812
239,0.00011188,XGB_prob,,0,0.000421788
259,1.09E-05,XGB_prob,,0,0.000377013
250,0.00014351,XGB_prob,,0.02,0.000880421
260,9.49E-06,XGB_prob,,0,7.39E-05
172,6.96E-05,XGB_prob,,0,0.001328194
260,3.86E-05,XGB_prob,,0,0.000424214
256,1.00E-05,XGB_prob,,0,0.000178363
256,1.17E-05,XGB_prob,,0,5.22E-05
145,0.000410385,XGB_prob,,0,0.037442343
136,3.53E-05,XGB_prob,,0,0.01187468
260,0.000613742,XGB_prob,,0,0.002196534
260,2.57E-05,XGB_prob,,0,0.000841863
168,1.69E-05,XGB_prob,,0,0.000149429
98,1.37E-05,XGB_prob,,0,0.001938864
260,1.46E-05,XGB_prob,,0,0.000305219
65,0.000112956,XGB_prob,,0,0.002154869
258,0.000431877,XGB_prob,,0,0.016572206
258,1.64E-05,XGB_prob,,0,4.63E-05
108,2.65E-05,XGB_prob,,0,0.003603628
258,0.000141395,XGB_prob,,0.01,0.016779607
251,0.000123795,XGB_prob,,0,0.00098916
99,4.90E-05,XGB_prob,,0,0.000356389
249,6.84E-06,XGB_prob,,0,0.000102181
260,2.03E-05,XGB_prob,,0,0.000594241
260,0.000154905,XGB_prob,,0,0.002746518
188,8.70E-05,XGB_prob,,0,0.000570822
260,2.94E-05,XGB_prob,,0,0.000369414
260,0.001152445,XGB_prob,,0,0.006582929
260,1.49E-05,XGB_prob,,0,5.16E-05
98,1.85E-05,XGB_prob,,0,0.000123305
260,2.60E-05,XGB_prob,,0,0.000345918
256,2.05E-05,XGB_prob,,0,0.001154391
260,7.81E-05,XGB_prob,,0,0.000634083
157,0.000537341,XGB_prob,,0.03,0.00587504
259,0.000123427,XGB_prob,,0,0.000712646
260,2.17E-05,XGB_prob,,0,0.000204424
260,5.69E-05,XGB_prob,,0.01,0.001052595
98,2.67E-05,XGB_prob,,0,0.000952873
260,0.036029242,XGB_prob,,0.03,0.037455358
69,1.11E-05,XGB_prob,,0,9.81E-05
260,3.82E-05,XGB_prob,,0,0.014776734
260,2.85E-05,XGB_prob,,0,0.000684708
260,1.89E-05,XGB_prob,,0.02,0.000801995
240,7.63E-05,XGB_prob,,0,0.001350552
161,2.93E-05,XGB_prob,,0,0.000494399
260,4.80E-05,XGB_prob,,0,0.001021691
260,0.000640262,XGB_prob,,0,0.003322181
224,0.000193225,XGB_prob,,0.01,0.013618071
258,3.74E-05,XGB_prob,,0,0.002488693
215,1.04E-05,XGB_prob,,0,0.000100625
260,0.000120173,XGB_prob,,0,0.000520582
260,0.000323106,XGB_prob,,0,0.000958516
85,3.45E-05,XGB_prob,,0,0.001199373
260,8.62E-06,XGB_prob,,0,0.000161882
240,6.09E-05,XGB_prob,,0,0.000394657
260,3.23E-05,XGB_prob,,0,0.00172284
260,3.02E-05,XGB_prob,,0,0.001135358
107,7.77E-05,XGB_prob,,0,0.001158196
260,3.49E-05,XGB_prob,,0,0.000344583
90,3.72E-05,XGB_prob,,0,0.000261157
98,0.012814571,XGB_prob,,0.1,0.054348376
260,0.000162293,XGB_prob,,0,0.001437584
260,1.04E-05,XGB_prob,,0,0.000106035
260,6.95E-06,XGB_prob,,0,0.000124937
260,9.95E-05,XGB_prob,,0,0.003452532
136,1.14E-05,XGB_prob,,0,1.92E-05
250,0.005103093,XGB_prob,,0.05,0.063555043
260,7.73E-05,XGB_prob,,0,0.001169552
259,0.000100835,XGB_prob,,0,0.011359367
260,7.40E-05,XGB_prob,,0.02,0.005770279
260,0.025726583,XGB_prob,,0.11,0.045234734
216,1.94E-05,XGB_prob,,0,0.000410011
239,1.84E-05,XGB_prob,,0,0.000153264
260,5.37E-05,XGB_prob,,0,0.000942924
260,0.005970966,XGB_prob,,0.03,0.074330557
260,7.32E-05,XGB_prob,,0,0.003753785
259,0.000461962,XGB_prob,,0.01,0.005972465
98,0.002010694,XGB_prob,,0.06,0.037386967
260,0.000428512,XGB_prob,,0,0.022883754
258,2.06E-05,XGB_prob,,0,0.00080481
259,5.24E-05,XGB_prob,,0,0.000728589
260,1.26E-05,XGB_prob,,0,4.04E-05
260,3.89E-05,XGB_prob,,0,0.037384372
260,3.19E-05,XGB_prob,,0,0.000353674
241,1.12E-05,XGB_prob,,0,0.001313646
260,6.20E-06,XGB_prob,,0,0.00010355
260,5.85E-05,XGB_prob,,0,0.000128111
251,1.72E-05,XGB_prob,,0,0.001095356
260,2.30E-05,XGB_prob,,0,0.000448117
260,6.01E-05,XGB_prob,,0.01,0.03738297
197,0.000103671,XGB_prob,,0,0.000329319
251,1.71E-05,XGB_prob,,0,0.000583277
260,0.024025379,XGB_prob,,0.24,0.037451827
260,4.42E-05,XGB_prob,,0,0.001057351
258,0.000124955,XGB_prob,,0,0.009266127
260,3.69E-05,XGB_prob,,0,7.58E-05
260,0.00012645,XGB_prob,,0,0.000198708
260,1.64E-05,XGB_prob,,0,0.000776414
260,0.000157955,XGB_prob,,0,0.003824681
259,7.21E-05,XGB_prob,,0,0.002634839
260,0.000129741,XGB_prob,,0,0.010733869
135,0.000433293,XGB_prob,,0.02,0.037405137
260,8.77E-06,XGB_prob,,0,4.99E-05
260,0.00012499,XGB_prob,,0.01,0.037448341
120,2.84E-05,XGB_prob,,0,0.000331199
126,0.000717727,XGB_prob,,0,0.006586901
240,0.000589262,XGB_prob,,0.01,0.012377402
240,2.51E-05,XGB_prob,,0,8.59E-05
55,1.95E-05,XGB_prob,,0,0.000643265
250,2.18E-05,XGB_prob,,0,0.000706363
99,0.441773355,XGB_prob,,0.06,0.033477883
260,8.76E-06,XGB_prob,,0,0.000162575
260,7.18E-05,XGB_prob,,0,0.00042678
259,0.000881,XGB_prob,,0.07,0.00926005
216,4.08E-05,XGB_prob,,0,0.000130833
20,0.00034426,XGB_prob,,0,0.007987292
259,1.23E-05,XGB_prob,,0,0.000474216
258,0.000151573,XGB_prob,,0,0.019570433
260,2.78E-05,XGB_prob,,0,0.000291516
260,0.001673167,XGB_prob,,0,0.034141862
256,2.25E-05,XGB_prob,,0,0.000461009
260,5.38E-05,XGB_prob,,0,0.002047769
260,0.034668561,XGB_prob,,0.53,0.037366969
260,9.29E-06,XGB_prob,,0,9.11E-05
260,0.001340894,XGB_prob,,0.02,0.00248494
260,3.44E-05,XGB_prob,,0,0.000208008
260,0.000149221,XGB_prob,,0,0.001755387
81,5.17E-05,XGB_prob,,0.01,0.088764604
20,3.38E-05,XGB_prob,,0,0.001370509
210,6.67E-06,XGB_prob,,0,0.000797515
259,0.001824232,XGB_prob,,0.06,0.006255188
251,0.000123075,XGB_prob,,0.01,0.000788532
260,3.07E-05,XGB_prob,,0,0.000233059
190,8.65E-05,XGB_prob,,0.01,0.002587966
216,7.75E-05,XGB_prob,,0,0.000306349
260,0.000553686,XGB_prob,,0,0.017243137
260,0.000148525,XGB_prob,,0,0.000349634
260,5.12E-05,XGB_prob,,0,0.006416049
144,2.20E-05,XGB_prob,,0.01,0.000140129
258,7.24E-06,XGB_prob,,0,0.000386179
144,6.61E-05,XGB_prob,,0,0.002329804
260,4.31E-05,XGB_prob,,0,0.000818745
260,3.50E-05,XGB_prob,,0,0.00030609
260,0.000193927,XGB_prob,,0,0.018489435
260,3.04E-05,XGB_prob,,0,0.013047505
116,1.42E-05,XGB_prob,,0,0.000187445
200,9.44E-06,XGB_prob,,0,0.000972245
260,3.59E-05,XGB_prob,,0,0.000346179
258,0.000212408,XGB_prob,,0.02,0.001312941
99,9.35E-05,XGB_prob,,0,0.003056754
108,1.33E-05,XGB_prob,,0,0.000110404
260,0.000227199,XGB_prob,,0,0.000161203
260,4.26E-05,XGB_prob,,0.01,0.037379274
104,8.93E-06,XGB_prob,,0,0.000263669
237,0.007403999,XGB_prob,,0.03,0.037354996
260,0.000547404,XGB_prob,,0,0.010373207
260,2.79E-05,XGB_prob,,0,0.000993382
259,5.70E-05,XGB_prob,,0,0.000554341
260,0.000118141,XGB_prob,,0,0.001464191
260,1.42E-05,XGB_prob,,0,0.000293855
99,0.000529954,XGB_prob,,0.01,0.015095611
188,0.000332497,XGB_prob,,0.03,0.001814557
251,2.62E-05,XGB_prob,,0,0.001184717
248,7.05E-05,XGB_prob,,0,0.004373301
256,0.000301172,XGB_prob,,0.02,0.037354486
260,8.48E-06,XGB_prob,,0,6.28E-05
74,4.48E-05,XGB_prob,,0,0.000788447
260,7.34E-05,XGB_prob,,0.01,0.004007478
256,1.87E-05,XGB_prob,,0,0.000538394
258,1.06E-05,XGB_prob,,0,7.06E-05
237,5.66E-05,XGB_prob,,0,0.004934238
260,2.82E-05,XGB_prob,,0,0.000541759
258,6.45E-06,XGB_prob,,0,0.000144127
12,1.66E-05,XGB_prob,,0,0.00066576
248,4.98E-05,XGB_prob,,0.01,0.037362309
260,4.97E-05,XGB_prob,,0,0.000716797
260,0.042165242,XGB_prob,,0.1,0.037368679
259,6.88E-06,XGB_prob,,0,0.000159226
240,4.58E-05,XGB_prob,,0,0.000191048
142,4.28E-05,XGB_prob,,0,0.00071233
258,3.04E-05,XGB_prob,,0,0.000664031
260,1.34E-05,XGB_prob,,0,3.73E-05
260,2.52E-05,XGB_prob,,0,5.76E-05
260,2.60E-05,XGB_prob,,0,0.000849352
260,1.90E-05,XGB_prob,,0,0.000460899
260,6.10E-05,XGB_prob,,0,0.000453134
33,0.043146025,XGB_prob,,0.66,0.037387742
228,3.02E-05,XGB_prob,,0,0.00112433
113,2.62E-05,XGB_prob,,0,0.00054847
255,0.000361023,XGB_prob,,0,0.004259551
260,0.005560398,XGB_prob,,0.02,0.017447664
192,0.00274491,XGB_prob,,0.1,0.03736224
258,7.43E-06,XGB_prob,,0,0.000306173
260,8.89E-05,XGB_prob,,0,0.013556525
259,1.58E-05,XGB_prob,,0,0.00050458
260,2.82E-05,XGB_prob,,0,0.000153893
260,1.45E-05,XGB_prob,,0,0.000135323
118,1.35E-05,XGB_prob,,0,0.000145047
260,2.20E-05,XGB_prob,,0,0.000171243
154,0.000213305,XGB_prob,,0.01,0.002710176
88,3.04E-05,XGB_prob,,0,0.00160612
260,1.67E-05,XGB_prob,,0,9.76E-05
102,1.81E-05,XGB_prob,,0,0.001193482
260,0.000231712,XGB_prob,,0.01,0.029619697
260,1.09E-05,XGB_prob,,0,0.000237314
258,3.21E-05,XGB_prob,,0,0.000247659
260,0.0032517,XGB_prob,,0.05,0.004574515
147,1.68E-05,XGB_prob,,0,0.000383601
260,0.000579824,XGB_prob,,0.02,0.010899959
258,0.000122705,XGB_prob,,0,0.000200686
260,2.40E-05,XGB_prob,,0,0.000305361
260,7.22E-05,XGB_prob,,0,0.001356117
260,5.16E-05,XGB_prob,,0,0.001447529
260,3.76E-05,XGB_prob,,0,0.000159447
260,4.58E-05,XGB_prob,,0,0.00063159
128,0.000178518,XGB_prob,,0,0.037357396
188,0.000307102,XGB_prob,,0,0.001777645
260,4.65E-05,XGB_prob,,0,0.000276089
260,9.02E-06,XGB_prob,,0,0.000553879
260,9.81E-05,XGB_prob,,0,0.001844393
260,6.53E-05,XGB_prob,,0,0.001730345
260,0.000473017,XGB_prob,,0.03,0.002130781
228,2.17E-05,XGB_prob,,0,0.005515194
260,8.55E-06,XGB_prob,,0,0.002160212
260,1.49E-05,XGB_prob,,0,6.01E-05
260,9.20E-05,XGB_prob,,0,0.010489225
239,4.73E-05,XGB_prob,,0,0.000838513
260,2.15E-05,XGB_prob,,0,0.000222986
260,5.49E-05,XGB_prob,,0,0.000250721
260,3.17E-05,XGB_prob,,0.04,0.096171147
259,2.17E-05,XGB_prob,,0,0.014576148
92,0.00011819,XGB_prob,,0,0.005627808
260,0.000156148,XGB_prob,,0.01,0.037393515
98,5.98E-06,XGB_prob,,0,0.000142439
260,6.56E-05,XGB_prob,,0,0.000616792
260,5.64E-05,XGB_prob,,0,0.024441097
260,5.92E-05,XGB_prob,,0,0.000289995
260,0.000278609,XGB_prob,,0,0.002001504
77,9.22E-05,XGB_prob,,0,0.001335566
215,5.05E-05,XGB_prob,,0,0.011113522
55,3.11E-05,XGB_prob,,0,0.00027694
259,8.13E-05,XGB_prob,,0,0.003912816
256,4.61E-05,XGB_prob,,0,0.001262137
218,9.20E-06,XGB_prob,,0,0.000216064
260,2.13E-05,XGB_prob,,0,0.00038911
258,0.000221444,XGB_prob,,0.01,0.003996843
260,2.44E-05,XGB_prob,,0,0.00162028
118,0.044456098,XGB_prob,,0.2,0.835671004
260,9.36E-05,XGB_prob,,0,0.018937503
260,0.000174985,XGB_prob,,0.01,0.005820368
258,2.78E-05,XGB_prob,,0,0.000105081
119,3.76E-05,XGB_prob,,0,0.000378878
60,3.07E-05,XGB_prob,,0,0.000251432
260,1.90E-05,XGB_prob,,0,0.002640274
72,8.38E-06,XGB_prob,,0,3.48E-05
260,0.000304392,XGB_prob,,0,0.002729034
260,0.00817902,XGB_prob,,0.05,0.037378284
260,5.47E-05,XGB_prob,,0,0.00097474
260,0.000140364,XGB_prob,,0.01,0.027705334
91,1.22E-05,XGB_prob,,0,0.000109069
259,2.78E-05,XGB_prob,,0,0.006067069
258,1.91E-05,XGB_prob,,0,0.00011349
192,3.61E-05,XGB_prob,,0,0.000626113
260,4.55E-05,XGB_prob,,0,0.000316603
242,0.005423733,XGB_prob,,0.06,0.088965464
33,0.000355594,XGB_prob,,0,0.008208691
259,1.00E-05,XGB_prob,,0,0.000170461
260,8.87E-06,XGB_prob,,0,0.000242187
254,5.15E-05,XGB_prob,,0,0.000749358
74,9.13E-06,XGB_prob,,0,0.000100359
146,7.20E-06,XGB_prob,,0,7.57E-05
22,5.61E-05,XGB_prob,,0,0.000141441
97,9.20E-06,XGB_prob,,0,0.001058938
259,0.000499065,XGB_prob,,0,0.001934729
260,8.39E-05,XGB_prob,,0,0.001544804
240,7.19E-06,XGB_prob,,0,0.037377227
22,7.36E-05,XGB_prob,,0,0.001197675
260,3.44E-05,XGB_prob,,0,0.003115143
260,2.33E-05,XGB_prob,,0,4.94E-05
259,3.07E-05,XGB_prob,,0,0.00018109
260,0.000674454,XGB_prob,,0.08,0.03435596
260,0.000159115,XGB_prob,,0,0.006649389
116,2.12E-05,XGB_prob,,0,0.000227777
259,0.000119785,XGB_prob,,0,0.007659238
260,5.32E-05,XGB_prob,,0,0.000240085
260,6.52E-05,XGB_prob,,0,0.001090047
141,4.87E-05,XGB_prob,,0,0.000277158
215,0.001566127,XGB_prob,,0,0.007570514
258,5.07E-05,XGB_prob,,0,0.003125291
259,5.84E-05,XGB_prob,,0,0.000556331
255,0.000107574,XGB_prob,,0,0.000353417
260,6.08E-05,XGB_prob,,0,0.001172363
260,6.38E-06,XGB_prob,,0,0.000638289
260,0.000100055,XGB_prob,,0,0.004209404
260,0.000127304,XGB_prob,,0,0.000982642
93,3.22E-05,XGB_prob,,0.01,0.001221049
199,0.000116116,XGB_prob,,0,0.004950785
142,8.17E-05,XGB_prob,,0,0.002444183
70,4.18E-05,XGB_prob,,0,0.000379031
84,0.001408576,XGB_prob,,0.03,0.037400925
259,5.62E-05,XGB_prob,,0.01,0.028454096
260,2.49E-05,XGB_prob,,0,0.00016083
250,6.72E-06,XGB_prob,,0,0.000216678
260,6.33E-06,XGB_prob,,0,8.85E-05
171,2.21E-05,XGB_prob,,0,0.000541185
259,1.83E-05,XGB_prob,,0,8.90E-05
260,1.52E-05,XGB_prob,,0,9.26E-05
260,0.011537184,XGB_prob,,0.07,0.029643813
260,3.37E-05,XGB_prob,,0,0.000845461
260,0.000357714,XGB_prob,,0.02,0.002728788
260,2.06E-05,XGB_prob,,0,0.000888318
260,1.27E-05,XGB_prob,,0,0.000225835
105,4.10E-05,XGB_prob,,0,9.40E-05
22,4.16E-05,XGB_prob,,0,0.001630641
53,1.62E-05,XGB_prob,,0,0.000212114
260,0.001784346,XGB_prob,,0.01,0.025630446
260,6.62E-06,XGB_prob,,0,0.000230656
260,9.54E-06,XGB_prob,,0,7.77E-05
260,1.63E-05,XGB_prob,,0,0.000168041
259,3.44E-05,XGB_prob,,0.01,0.001696344
260,1.61E-05,XGB_prob,,0,0.000108458
260,4.84E-05,XGB_prob,,0,0.00637734
256,8.18E-05,XGB_prob,,0.01,0.030020124
250,0.000140034,XGB_prob,,0,0.001379538
260,3.58E-05,XGB_prob,,0,0.00070851
260,1.41E-05,XGB_prob,,0,0.000101442
260,1.01E-05,XGB_prob,,0,0.000350885
44,0.000101634,XGB_prob,,0.02,0.002032934
260,3.48E-05,XGB_prob,,0,0.000177597
258,3.22E-05,XGB_prob,,0,0.000343811
241,0.000727334,XGB_prob,,0.05,0.037400035
256,3.98E-05,XGB_prob,,0,0.000332734
260,6.85E-05,XGB_prob,,0,0.002564841
251,0.001343894,XGB_prob,,0.03,0.034021844
258,3.03E-05,XGB_prob,,0,0.000158845
251,6.12E-05,XGB_prob,,0,0.000506796
98,4.20E-05,XGB_prob,,0,0.000622389
260,2.57E-05,XGB_prob,,0,0.00030754
260,0.000120166,XGB_prob,,0,0.002430214
258,2.07E-05,XGB_prob,,0,0.000204904
160,2.34E-05,XGB_prob,,0,0.001260057
260,9.25E-05,XGB_prob,,0,0.00296844
240,2.51E-05,XGB_prob,,0,0.000299719
258,2.58E-05,XGB_prob,,0,0.000121603
251,0.000824816,XGB_prob,,0.01,0.009467994
260,2.41E-05,XGB_prob,,0,0.000400071
53,9.71E-06,XGB_prob,,0,0.000468672
152,2.72E-05,XGB_prob,,0,0.000192966
257,5.14E-05,XGB_prob,,0,0.000337928
260,3.96E-05,XGB_prob,,0,0.004158998
260,7.19E-05,XGB_prob,,0.02,0.001482924
260,0.000340701,XGB_prob,,0.03,0.041705419
260,1.02E-05,XGB_prob,,0,0.000171378
99,1.42E-05,XGB_prob,,0,0.037315092
256,7.45E-05,XGB_prob,,0,0.001392921
154,1.54E-05,XGB_prob,,0,0.001468451
33,0.00032319,XGB_prob,,0.03,0.003099385
260,2.88E-05,XGB_prob,,0,0.000166295
259,0.002386363,XGB_prob,,0.01,0.007487501
260,1.56E-05,XGB_prob,,0,0.001314668
117,0.001279752,XGB_prob,,0.03,0.037414305
260,8.72E-05,XGB_prob,,0.01,0.037372673
260,0.000175848,XGB_prob,,0,0.001239251
260,6.95E-05,XGB_prob,,0,0.000355038
260,0.000513716,XGB_prob,,0.02,0.002100173
260,0.000188857,XGB_prob,,0,0.001630803
160,0.00091312,XGB_prob,,0.02,0.050551736
260,7.52E-05,XGB_prob,,0,0.000886317
260,5.90E-05,XGB_prob,,0.03,0.003456864
260,7.19E-05,XGB_prob,,0,0.001485768
136,9.47E-05,XGB_prob,,0.01,0.001691599
260,0.000106911,XGB_prob,,0,0.001635379
260,0.00014018,XGB_prob,,0,0.004397166
260,0.000245663,XGB_prob,,0.02,0.002005601
136,2.19E-05,XGB_prob,,0,0.000470878
258,2.74E-05,XGB_prob,,0,0.000425558
248,0.000431403,XGB_prob,,0.01,0.012791084
258,1.22E-05,XGB_prob,,0,0.00041006
260,3.42E-05,XGB_prob,,0,0.000136159
260,0.000196749,XGB_prob,,0,0.012352558
260,0.000136008,XGB_prob,,0,0.003272641
113,3.06E-05,XGB_prob,,0,0.000105426
260,0.000154081,XGB_prob,,0,0.00074264
209,1.06E-05,XGB_prob,,0,9.68E-05
260,4.73E-05,XGB_prob,,0,0.001081057
79,0.000256804,XGB_prob,,0.01,0.001355918
246,0.001868182,XGB_prob,,0.1,0.088585921
260,0.008386284,XGB_prob,,0.03,0.018564978
166,0.021767814,XGB_prob,,0.16,0.037435112
98,1.33E-05,XGB_prob,,0,0.000581156
62,1.06E-05,XGB_prob,,0,4.44E-05
260,6.85E-05,XGB_prob,,0,0.000605386
260,2.74E-05,XGB_prob,,0,0.000587022
260,0.000432185,XGB_prob,,0.04,0.037440696
158,0.014726622,XGB_prob,,0.06,0.039904093
258,4.16E-05,XGB_prob,,0,0.00076497
260,2.08E-05,XGB_prob,,0,4.06E-05
251,0.000146362,XGB_prob,,0,0.000246077
260,0.002489925,XGB_prob,,0,0.015944859
240,4.35E-05,XGB_prob,,0,0.002606521
191,4.85E-05,XGB_prob,,0,0.000422165
260,1.05E-05,XGB_prob,,0,0.000947096
260,0.000103761,XGB_prob,,0,4.70E-05
260,6.96E-05,XGB_prob,,0,0.009267592
251,0.000129514,XGB_prob,,0,0.009108274
259,1.16E-05,XGB_prob,,0,5.73E-05
260,3.18E-05,XGB_prob,,0,0.000128453
259,0.000110205,XGB_prob,,0,0.037333359
182,3.81E-05,XGB_prob,,0,0.005317156
240,0.000374142,XGB_prob,,0,0.003503121
251,1.09E-05,XGB_prob,,0,0.000444765
207,0.00108483,XGB_prob,,0,0.009626106
256,1.81E-05,XGB_prob,,0,0.000152336
161,0.022411358,XGB_prob,,0.1,0.040436811
260,0.000172863,XGB_prob,,0,0.002720501
154,5.17E-05,XGB_prob,,0,0.001110824
260,3.11E-05,XGB_prob,,0,0.000363946
107,6.21E-05,XGB_prob,,0,0.000179692
260,1.29E-05,XGB_prob,,0,8.39E-05
93,9.89E-06,XGB_prob,,0,0.000962211
259,3.38E-05,XGB_prob,,0,0.002382787
258,7.45E-05,XGB_prob,,0,0.000951507
260,1.81E-05,XGB_prob,,0,9.12E-05
208,1.70E-05,XGB_prob,,0,0.000139743
35,8.11E-05,XGB_prob,,0,0.017847904
260,0.000119914,XGB_prob,,0.01,0.001087585
260,1.18E-05,XGB_prob,,0,0.000641797
260,0.000392839,XGB_prob,,0,0.019951541
33,0.000117852,XGB_prob,,0,0.037384384
145,9.19E-06,XGB_prob,,0,4.83E-05
65,1.86E-05,XGB_prob,,0.01,0.000550548
149,2.49E-05,XGB_prob,,0,0.001481968
188,7.97E-05,XGB_prob,,0,0.000700057
260,9.69E-06,XGB_prob,,0,0.000407902
260,0.000119444,XGB_prob,,0,0.001381207
68,1.51E-05,XGB_prob,,0,0.000353636
260,0.000213927,XGB_prob,,0,0.003340917
258,2.98E-05,XGB_prob,,0,0.000401349
260,0.000575387,XGB_prob,,0.06,0.033374555
260,0.001502489,XGB_prob,,0.07,0.131359893
259,2.60E-05,XGB_prob,,0,0.001611016
260,5.88E-06,XGB_prob,,0,3.61E-05
147,1.48E-05,XGB_prob,,0,0.000349866
260,1.06E-05,XGB_prob,,0,0.000149971
258,8.76E-06,XGB_prob,,0,0.000117967
260,0.023833847,XGB_prob,,0.11,0.037362248
257,2.73E-05,XGB_prob,,0,0.000564891
260,0.000275928,XGB_prob,,0,0.000546188
260,3.17E-05,XGB_prob,,0,0.00152506
260,0.000647129,XGB_prob,,0,0.007880381
260,0.000237108,XGB_prob,,0,0.001433641
259,4.33E-05,XGB_prob,,0,0.004908089
260,0.030960741,XGB_prob,,0.2,0.059816009
260,0.000101143,XGB_prob,,0,0.001815108
154,5.09E-05,XGB_prob,,0,0.000727597
260,0.000275126,XGB_prob,,0,0.002446012
58,0.000103433,XGB_prob,,0,0.000506279
260,2.42E-05,XGB_prob,,0,0.000280687
259,2.02E-05,XGB_prob,,0,0.001470516
259,6.08E-06,XGB_prob,,0,0.0006435
260,2.14E-05,XGB_prob,,0,0.000183459
20,1.39E-05,XGB_prob,,0,0.000507235
