site,XGB_prob,RF_prob,SVM_prob
791,0.037343659,0.09,0.080111297
237,0.00080728,0.02,0.009526335
1167,0.001040644,0,0.068145335
41,0.00047981,0.05,0.07343626
528,0.034687493,0.03,0.041957605
87,0.005414092,0.03,0.089375613
635,0.000393379,0,0.01078474
362,0.001865421,0,0.070111308
581,0.000174557,0.01,0.00578905
239,0.030662578,0.13,0.375458208
1169,0.070778467,0.14,0.089321849
323,0.000350409,0.03,0.008930809
234,0.000234985,0.01,0.000878181
1164,0.000104676,0,0.00786722
239,0.00189633,0,0.079858597
1169,0.003127414,0.01,0.079657402
219,0.000416512,0,0.003336453
27,0.000385373,0,0.032510146
239,0.000398406,0,0.004415935
1169,0.000816479,0.02,0.089383963
150,0.00033044,0,0.007183506
1080,3.32E-05,0.01,0.015995793
418,2.54E-05,0,0.084357988
399,0.000271849,0.03,0.007519718
95,0.002027208,0.01,0.089388429
1025,0.000224444,0.01,0.071200042
572,0.001621289,0.01,0.067669602
219,1.65E-05,0,0.011337244
239,0.000233753,0,0.018710199
1169,2.55E-05,0,0.016646928
621,0.000283538,0,0.07308464
352,8.66E-05,0,0.001559407
90,0.009983443,0.07,0.117278011
88,0.009432899,0,0.011764348
557,0.000109101,0,0.01156485
252,0.000482964,0,0.00747888
843,1.20E-05,0,0.009415118
221,0.028242737,0.05,0.030508111
280,0.033765923,0,0.074112454
239,0.000132473,0,0.001355237
1169,9.70E-05,0,0.030889024
322,0.005061153,0,0.027826424
239,2.65E-05,0,0.003317329
1169,0.000579243,0,0.01940063
239,0.008114332,0.16,0.065244396
1169,0.032166731,0.01,0.121017422
105,6.44E-05,0.01,0.005135364
22,8.85E-05,0,0.012129632
203,0.022393309,0.03,0.207453829
238,0.001059452,0.03,0.34350232
1168,0.00107346,0.03,0.01939163
235,0.000136179,0.01,0.000792361
1165,0.007927085,0.03,0.046282259
391,3.34E-05,0,0.004021863
252,1.71E-05,0,0.026047994
941,0.00260712,0,0.028937889
312,0.000237102,0.03,0.063046425
239,0.000324132,0.01,0.006932513
1169,0.000284275,0.03,0.005433858
147,2.98E-05,0.01,0.039561448
83,0.535117805,0.25,0.912495506
1013,0.121465422,0.13,0.56991374
437,0.022574672,0.19,0.08935097
263,0.017476751,0.03,0.239001796
872,0.000137928,0.01,0.003011046
272,0.000435779,0,0.017353318
896,0.007156959,0.04,0.191370586
522,7.75E-05,0,0.00692174
615,0.492481112,0.2,0.776641575
62,3.76E-05,0,0.003173
109,0.002101844,0,0.029687637
491,0.0004674,0.02,0.006054
710,0.001165482,0.02,0.019503073
220,0.000191499,0.01,0.002852094
1150,8.92E-05,0,0.00848295
668,0.000206193,0,0.040964264
239,0.000449344,0,0.006651458
1169,0.152325749,0.06,0.08939514
338,4.27E-05,0,0.002054774
189,0.000393288,0,0.038275674
1119,4.33E-05,0,0.014544761
61,0.00062612,0.05,0.076131853
156,0.000181748,0,0.009634246
611,0.079533651,0.15,0.084000704
98,0.000243161,0,0.003101182
1028,9.63E-05,0,0.005795184
63,0.003528763,0,0.070830736
227,0.10574919,0.14,0.138200096
1157,0.228024691,0.19,0.545223534
238,0.000840438,0,0.002929456
276,0.000264496,0,0.022432823
98,2.85E-05,0,0.00244146
35,0.001723781,0,0.031870852
408,0.005350922,0,0.043653545
23,0.001609241,0,0.00465808
363,0.01805892,0.09,0.023253487
228,0.000329548,0.01,0.0018065
1158,0.001329916,0.01,0.029951326
130,7.56E-05,0.01,0.001876539
106,0.002130274,0,0.008010456
239,1.96E-05,0,0.003025862
1169,0.001406491,0.01,0.012361361
84,0.000206489,0,0.00666214
229,0.897878706,0.22,0.199981287
1159,0.110306762,0.06,0.701305346
239,0.001579046,0,0.005964861
1169,0.000333942,0,0.010298686
395,1.74E-05,0,0.003363826
265,0.001050183,0,0.014572523
855,0.000159235,0.03,0.004097991
84,0.000101774,0.02,0.00677395
237,0.003073753,0.03,0.034829448
1167,0.003675054,0.01,0.032667814
230,2.52E-05,0,0.002629739
1160,0.000787677,0,0.010276729
411,0.000140507,0,0.012518823
125,4.26E-05,0,0.00441549
256,0.000124521,0.01,0.01501937
931,0.001845342,0,0.013583442
733,0.003641005,0,0.004504165
158,0.011258879,0.01,0.035603229
1088,7.62E-05,0,0.001799942
627,0.00068663,0.01,0.005595451
90,0.000664027,0.01,0.002177092
239,0.000367211,0,0.017280197
1169,9.41E-05,0,0.01148158
886,0.000209754,0,0.014381899
301,0.001150285,0.01,0.011831684
153,0.324601203,0.23,0.227294735
647,4.20E-05,0,0.002501227
173,5.79E-05,0,0.009173238
183,9.02E-06,0,0.008286503
27,0.004419427,0.03,0.074563931
72,0.193526924,0.12,0.864271683
1002,0.059347887,0.03,0.255133812
361,0.00097439,0,0.010261754
290,7.76E-05,0,0.008967779
230,0.093187653,0.14,0.212221901
405,9.96E-05,0,0.007727521
323,6.18E-05,0.01,0.003482177
351,0.000265936,0.01,0.031221333
860,7.78E-05,0,0.002931022
645,9.14E-05,0.01,0.015726747
90,9.65E-05,0,0.005256438
38,0.000257661,0,0.009782099
239,0.027971398,0.04,0.082371969
1169,0.099302247,0.04,0.321192287
230,0.00072604,0.02,0.070985932
1160,9.12E-06,0,0.006804155
271,9.73E-05,0,0.007941631
788,7.00E-06,0,0.009948392
239,5.58E-06,0.02,0.000410542
1169,0.002042973,0.1,0.039917943
239,1.29E-05,0,0.001100231
1169,0.000109165,0.01,0.006112882
249,0.020557517,0.06,0.06158258
411,0.002541749,0.03,0.046604749
481,2.52E-05,0.02,0.010150054
160,0.000119644,0,0.028412117
767,8.06E-05,0,0.003905129
239,0.00161806,0.04,0.015627724
25,0.000974093,0,0.023752947
239,0.000400865,0,0.001488096
1169,0.000129536,0,0.006388117
620,5.24E-05,0,0.050997806
629,0.00019585,0,0.004203447
109,0.004272835,0,0.021375587
28,0.002079146,0.01,0.071303013
551,0.020400915,0.03,0.052070982
756,0.000145668,0.01,0.024145919
101,0.10824082,0.14,0.225322027
239,0.000212098,0,0.002672777
1169,0.061655503,0.05,0.063496829
84,0.000215835,0,0.011710808
239,0.001441102,0.04,0.020158261
1169,2.21E-05,0,0.038963578
276,0.000512768,0.03,0.02622072
239,8.47E-05,0.01,0.006001636
1169,2.40E-05,0,0.005359014
640,0.002575767,0,0.038709464
239,5.97E-06,0,0.002371585
1169,4.14E-05,0,0.012002076
108,0.043118391,0.23,0.08890749
351,0.091929831,0.24,0.367376726
498,3.53E-05,0,0.001032306
641,1.77E-05,0.01,0.015972434
357,0.105387308,0.23,0.406419399
941,5.83E-05,0.01,0.031576134
59,0.000265384,0,0.019272253
235,0.041915853,0.03,0.116101675
1165,0.29548499,0.05,0.139369817
677,0.001817339,0.01,0.0211346
457,0.000173187,0,0.003725272
16,0.001431608,0.03,0.016570297
58,0.001222694,0,0.026043056
114,0.004034355,0.01,0.089344109
1044,0.016787756,0.01,0.089382764
28,0.000651913,0.01,0.014004342
84,0.000271286,0,0.002448338
321,0.08197286,0.14,0.104850012
88,0.000198147,0.05,0.003844342
67,2.38E-05,0,0.008304563
502,0.00010781,0,0.000120779
843,0.000286213,0,0.001589355
168,4.42E-05,0.01,0.010635745
626,0.002626238,0.01,0.032822998
239,5.44E-05,0.01,0.001005318
1169,7.62E-05,0,0.01884631
108,0.043563165,0.05,0.049221514
71,1.84E-05,0,0.003193724
84,4.72E-05,0,0.002274605
1014,0.037336465,0.26,0.172063771
84,0.001852505,0,0.018921948
322,0.002590828,0,0.027796947
844,0.003387196,0,0.018704504
621,1.95E-05,0,0.025390509
350,5.41E-05,0,0.001096167
238,0.00012829,0,0.003386234
1168,0.004285086,0.02,0.040793968
579,7.49E-05,0,0.010086465
160,0.000655503,0.02,0.044046565
754,0.010132932,0.03,0.02584236
18,0.028282212,0.04,0.037864879
67,0.000900128,0,0.01489832
537,0.00683781,0.03,0.071402777
418,0.000149262,0,0.002984912
239,0.000273975,0.01,0.024113855
1169,0.034706704,0.03,0.089413047
61,0.000347697,0.01,0.012734332
625,4.95E-05,0,0.005832197
652,1.18E-05,0,0.002687353
289,0.092619509,0.23,0.355434231
239,0.036834102,0.07,0.123396724
1169,0.05034709,0.04,0.506512247
195,6.19E-06,0,0.001625261
1125,0.000179843,0.01,0.00488296
216,0.021126518,0.15,0.089341072
1146,0.016106751,0.01,0.056493852
693,3.38E-05,0,0.002794714
881,0.001114881,0.02,0.061004154
218,0.000210973,0,0.06531494
1148,0.000563386,0.02,0.017587154
561,0.007374348,0.01,0.040104822
88,0.001837099,0,0.005267448
167,0.000308035,0,0.015004789
239,4.41E-06,0,0.065340827
1169,0.004084736,0.04,0.068633411
204,0.000127593,0,0.004679571
62,0.000276355,0,0.00379531
86,0.010588543,0.1,0.217815367
644,0.001458899,0.04,0.049156026
620,0.000165071,0,0.042422686
160,7.60E-05,0,0.083784032
27,6.08E-05,0,0.003897347
418,6.92E-05,0.01,0.003718479
239,2.56E-05,0,0.008006515
1169,0.00320263,0.03,0.01116721
802,0.001056595,0.04,0.024788754
840,4.82E-06,0,0.006724607
22,1.90E-05,0,0.003037791
952,0.001205185,0.01,0.016445111
716,8.16E-05,0,0.011409919
147,1.44E-05,0,0.010513319
288,0.001668937,0,0.004290234
248,0.000118846,0,0.002147798
557,2.90E-05,0,0.011687684
66,4.16E-05,0,0.003027985
529,0.000986615,0,0.036592222
188,2.20E-05,0.01,0.007558524
1118,0.001672613,0.04,0.08940665
317,0.000293544,0,0.007630315
182,0.001015048,0,0.02394918
1112,0.000177934,0,0.002534026
140,2.40E-05,0.01,0.016046931
563,0.000560507,0.01,0.015321688
474,0.000102363,0,0.002450855
216,6.68E-05,0,0.002730336
1146,4.19E-06,0,0.009648826
280,7.51E-05,0,0.030810939
239,6.34E-05,0,0.004707509
1169,2.86E-05,0,0.001537064
294,2.40E-06,0,0.055564017
228,1.45E-05,0,0.003612337
239,2.48E-05,0,0.000313796
1169,0.000165399,0,0.011708451
67,0.003060957,0,0.0378161
179,0.000118011,0.01,0.0049677
1109,5.39E-05,0,0.0143783
487,0.000519383,0,0.013222647
239,0.000165248,0,0.007216593
1169,8.54E-05,0,0.013649555
239,5.47E-06,0,0.002819587
1169,1.91E-05,0,0.005909306
350,0.000111014,0,0.008888544
206,0.000139653,0.01,0.055134836
55,4.01E-05,0.02,0.032737562
44,1.97E-05,0,0.002094238
237,6.94E-05,0,0.001893322
59,4.58E-06,0,0.005097057
288,0.00060885,0.02,0.021080954
432,0.00011536,0,0.006249864
129,6.03E-05,0,0.023722379
465,0.000777725,0.02,0.01615485
268,0.00052426,0,0.009323556
358,0.023721596,0.02,0.025380134
88,0.001351113,0,0.012113538
237,2.26E-05,0.05,0.018691464
1167,1.59E-05,0,0.004309713
239,0.033290464,0.06,0.027966699
1169,0.000947065,0.01,0.031342759
503,0.000295377,0,0.007686543
901,9.73E-05,0,0.024033493
29,0.000930161,0.05,0.02350839
440,0.003716934,0.03,0.022067538
49,1.13E-05,0.01,0.003480925
979,0.000142205,0,0.006752574
826,0.077368423,0.11,0.630217895
23,0.082721107,0.06,0.190944024
311,9.04E-05,0,0.0097438
239,3.77E-06,0,0.000582378
1169,0.000630264,0.01,0.00517762
115,0.271926463,0.23,0.080051389
206,3.96E-05,0,0.003309901
319,7.05E-05,0,0.00068121
239,0.003585205,0.13,0.236310106
1169,0.032382794,0,0.063484248
92,0.009710874,0.02,0.070043146
84,8.96E-05,0,0.012875298
387,0.000321587,0,0.00862979
239,3.92E-05,0,0.000637158
1169,0.002760126,0.02,0.031834773
144,0.09581846,0.08,0.216316445
239,0.002430285,0,0.085456862
1169,0.003237811,0,0.044378655
287,0.001783411,0.01,0.023776014
109,0.000721369,0,0.038062628
620,0.000448812,0.02,0.012306542
108,1.68E-05,0,0.001853643
693,9.28E-05,0,0.004160556
22,0.006307095,0.02,0.061219815
141,2.88E-05,0.02,0.005739806
176,0.000506753,0,0.008091259
461,9.03E-05,0.01,0.00221188
406,0.005768253,0.09,0.006363445
88,0.008387756,0.09,0.01901432
304,0.025393309,0.04,0.073391784
329,0.001957696,0,0.014481733
193,0.001220299,0,0.007755056
88,4.23E-05,0,0.007388925
114,9.88E-05,0,0.003516854
239,1.24E-05,0,0.002226909
1169,3.73E-05,0,0.001493535
115,0.004587212,0.01,0.015465869
607,0.000140766,0.01,0.010369175
263,6.66E-07,0,0.058486041
741,2.69E-05,0,0.002338792
114,3.57E-05,0,0.008582549
234,2.45E-06,0,0.000268125
1164,0.000531891,0,0.010356634
255,0.003102092,0.04,0.025999709
498,1.64E-05,0.05,0.005885328
923,6.15E-06,0,0.004522427
186,0.155691832,0.26,0.993273282
536,8.60E-05,0,0.003323714
188,5.18E-05,0,0.037881484
53,6.49E-05,0,0.000737697
390,0.004944506,0.05,0.140075547
232,0.114478499,0.1,0.411937121
385,0.278057337,0.61,0.873734722
28,0.011815036,0.08,0.166152765
188,1.55E-05,0.02,0.032568697
20,6.29E-05,0,0.012918278
195,0.000760024,0.05,0.090911983
1125,0.00571598,0.04,0.089396008
99,0.000142558,0,0.006616103
237,3.65E-05,0.01,0.002187696
1167,0.001130846,0,0.018638652
58,0.000134133,0,0.015878633
239,2.44E-06,0,0.001493001
1169,6.47E-05,0,0.014707858
572,3.51E-05,0,0.00653038
179,0.04420587,0.01,0.062197164
237,7.89E-06,0,0.000311843
1167,2.10E-05,0,0.001071617
96,0.004513198,0.02,0.074269428
236,0.000119289,0,0.00237437
1166,5.61E-05,0,0.002060978
239,8.70E-05,0,0.017257245
1169,0.000105474,0,0.008230167
360,6.83E-05,0,0.010229772
682,6.08E-05,0,0.004715634
239,0.001503731,0.01,0.051557231
1169,0.000364909,0.03,0.089347581
283,1.51E-05,0,0.031851611
400,0.000271891,0,0.00611199
32,0.00016486,0,0.007907121
140,9.84E-05,0,0.006728747
238,2.82E-05,0,0.000260839
1168,0.000536391,0,0.004915142
239,0.049463481,0.15,0.370438259
239,0.054820493,0.08,0.218031745
1169,0.091174059,0.13,0.567952275
230,0.000204073,0,0.014606654
239,0.000831171,0,0.008414111
407,0.001065418,0,0.017615159
239,0.000138373,0,0.010715562
1169,0.000154558,0,0.027643445
135,0.018155664,0,0.089359424
816,0.022636345,0.07,0.35095801
408,7.49E-06,0,0.015643364
85,0.000671112,0,0.010841332
19,1.03E-05,0,0.007116503
406,0.038541816,0.09,0.055511531
411,3.64E-05,0,0.017434021
239,0.001318838,0.01,0.004262498
1169,3.48E-05,0,0.007188242
358,1.23E-05,0,0.016565948
217,3.11E-05,0.01,0.000382854
1147,0.000349407,0,0.007233127
22,2.80E-05,0,0.002595085
58,8.54E-06,0,0.000760882
988,0.001765489,0.01,0.04468846
239,0.000188397,0.01,0.008442084
177,0.002484818,0.01,0.021131939
37,9.87E-06,0,0.005220871
339,0.32451269,0.31,0.92227824
152,0.001741357,0.05,0.023358317
175,0.101508051,0.18,0.273754902
110,4.48E-05,0.01,0.024389686
135,0.000115467,0,0.034428833
135,0.014252501,0.04,0.054373106
707,0.001141233,0,0.023177356
237,0.001757793,0.01,0.059488246
1167,0.000146455,0,0.005598829
219,0.003808273,0.05,0.027797207
1149,0.135004759,0.14,0.47552172
52,0.000716773,0,0.022618327
76,0.029291928,0.07,0.315962582
239,0.000154899,0,0.009017856
1169,2.54E-05,0,0.00310793
239,1.89E-05,0,0.012249925
1169,6.08E-06,0,0.007150489
238,0.003464322,0.04,0.022501144
1168,0.000164925,0.03,0.023711389
123,3.91E-05,0.01,0.025596529
239,0.000113678,0,0.000592253
1169,0.01354839,0.12,0.026724011
346,0.015986104,0.16,0.131108533
239,0.000485891,0,0.024176269
316,4.22E-05,0,0.034705987
724,3.02E-06,0,0.003114853
233,5.03E-06,0,0.01062953
779,0.006198233,0.12,0.138226638
101,0.00024274,0,0.008086055
770,7.77E-05,0,0.007646247
88,8.95E-05,0.01,0.086768657
325,0.000708308,0.01,0.005715514
165,0.002652885,0.01,0.017742333
402,0.000420911,0.02,0.013741123
239,3.34E-05,0,0.001605403
1169,0.000340548,0.01,0.025335593
108,0.043235626,0.17,0.340130064
620,0.000417466,0,0.003727403
835,0.004900057,0.08,0.015625595
238,5.40E-05,0.01,0.002222525
1168,0.000163187,0,0.001691754
235,0.002857121,0.07,0.061467991
1165,0.021887451,0.04,0.038906094
752,0.073879436,0.19,0.023964761
390,0.50483793,0.41,0.089332809
323,0.005392879,0.03,0.075695552
135,5.45E-06,0,0.016168178
239,0.000125424,0,0.009287153
1169,0.026719332,0.11,0.531438938
668,0.000153081,0,0.00189018
28,0.003597624,0.02,0.031166285
141,8.79E-05,0,0.005183345
465,0.000111975,0,0.01044689
337,0.000450391,0,0.007998589
110,0.011199528,0,0.017496391
229,1.63E-05,0,0.009244923
1159,0.000107822,0,0.060094266
221,5.60E-05,0,0.005731482
83,0.000992524,0.01,0.010869859
1013,3.34E-05,0,0.022298106
668,6.15E-06,0,0.013165129
147,8.29E-05,0,0.003181285
1077,0.00010113,0,0.003507003
195,0.002753342,0.02,0.014837357
1125,0.004260449,0.03,0.057342478
151,0.005215588,0.02,0.017746347
1081,8.51E-05,0.01,0.070027352
206,0.000727553,0,0.021528508
239,0.000322509,0.07,0.004882834
1169,0.000549968,0,0.016913755
762,0.001282545,0.01,0.018789113
496,0.001904591,0.02,0.015660675
239,4.95E-05,0,0.001160951
1169,0.000661228,0.03,0.01971802
698,0.000336806,0,0.006942564
62,0.000199702,0.02,0.004910427
175,0.003267292,0.04,0.089326585
623,5.64E-05,0,0.005658959
559,0.000279407,0.07,0.052471342
131,0.000577588,0,0.089447052
195,5.44E-05,0,0.01909258
363,4.07E-06,0.01,0.006663788
299,0.003155801,0.01,0.008059991
186,0.00048102,0,0.027964743
239,2.22E-06,0,0.001124843
1169,0.000112137,0,0.005005559
206,9.36E-05,0,0.021385595
77,0.013347762,0.01,0.051080225
217,4.98E-05,0,0.013092317
67,0.000324441,0.03,0.048503589
177,0.000160491,0.01,0.022720246
216,0.001080113,0,0.016880069
239,0.000284913,0.04,0.049820878
1169,0.000836584,0.04,0.013797771
805,0.000822158,0,0.010667331
258,0.000973944,0,0.015039504
594,0.004681441,0.11,0.061012178
515,0.00155286,0.06,0.026478406
407,0.066680953,0,0.056313631
508,8.54E-05,0,0.066711782
88,5.24E-06,0,0.026832944
517,0.000108077,0,0.009914012
337,8.92E-05,0,0.004632293
289,2.20E-05,0.01,0.005572962
197,0.000350987,0,0.004368859
239,0.011654674,0.1,0.089398245
1169,0.009660499,0.2,0.101792183
250,1.81E-05,0,0.003324903
239,0.000741525,0.01,0.003715039
1169,0.000317078,0.01,0.004682845
27,0.000919527,0.01,0.031026293
239,0.000138988,0.01,0.003006314
1169,0.005311296,0.06,0.01586868
239,0.00109617,0.01,0.037547011
1169,0.053528473,0.19,0.30588296
519,4.51E-06,0,0.012084936
523,1.08E-05,0,0.0129322
752,0.002731479,0,0.0291242
36,0.000100406,0,0.01903088
584,0.000106092,0,0.005197446
135,0.004012303,0.03,0.014775337
862,0.000175267,0,0.013414837
206,0.006985625,0,0.046543699
940,0.000166914,0,0.004583289
873,0.014743304,0.25,0.060031084
156,2.79E-05,0,0.009694754
219,0.000109822,0,0.002153869
1149,0.002610278,0.02,0.023336868
620,0.000446605,0,0.031473779
198,9.97E-05,0.01,0.005130124
166,2.44E-06,0,0.000265036
1096,0.00011571,0,0.037284378
870,0.017611004,0.01,0.073145578
239,3.25E-06,0,0.002530643
1169,2.55E-06,0,0.015221129
219,0.023239939,0.02,0.103492127
15,0.003114088,0.01,0.067416318
46,0.000159081,0,0.015926285
645,0.001772223,0.09,0.033172614
250,5.58E-05,0,0.001299942
239,4.67E-05,0,0.009781151
1169,1.32E-05,0,0.00439612
115,0.000587518,0,0.004131911
404,0.001050962,0.05,0.038038663
658,0.063643374,0.06,0.182079906
235,0.000147755,0.04,0.030155704
209,0.039239269,0.1,0.081194876
239,7.65E-05,0,0.002488093
1169,0.000229165,0,0.022567729
175,0.000329872,0.02,0.035596198
1105,0.003365616,0.04,0.075507657
115,0.001648553,0,0.00543073
493,1.82E-05,0,0.003465488
22,0.000529722,0.01,0.018134754
70,4.01E-05,0.01,0.020363586
1000,0.002270862,0,0.024588239
552,0.000103707,0,0.034469389
239,4.84E-05,0,0.003349056
1169,0.000188364,0,0.027273764
513,0.005499358,0.01,0.052584777
135,4.97E-05,0,0.003687679
363,0.000393148,0.01,0.038487998
323,0.000116437,0,0.011969169
623,0.000325389,0,0.015434545
535,0.000269458,0,0.001920711
174,3.01E-05,0,0.011886043
239,0.002599307,0.01,0.008773587
1169,1.52E-05,0,0.016013815
832,0.00019784,0.01,0.027217838
23,0.025118679,0.04,0.039523713
27,0.001467556,0.05,0.014239974
114,0.034929223,0.13,0.798824584
281,0.002629078,0.02,0.068935578
219,0.000142409,0,0.00862176
160,0.000216475,0.02,0.016957923
695,0.000923789,0,0.044575951
162,0.001159139,0,0.005399061
391,2.34E-05,0,0.003249646
530,0.000988275,0.01,0.012267902
47,0.009100251,0.1,0.089298066
160,0.000135055,0,0.00378292
1090,2.16E-05,0,0.003567564
235,6.01E-05,0,0.00404635
1165,6.16E-05,0,0.02692016
388,0.047046665,0.21,0.391937582
300,2.33E-05,0.01,0.02886204
239,0.000858444,0.01,0.002112141
1169,0.002808721,0.06,0.036222367
135,0.001000496,0.02,0.058892153
239,0.255105078,0.16,0.194691218
1169,0.199476376,0.11,0.048174103
189,1.72E-05,0,0.000217239
1119,0.002121566,0,0.012082674
239,0.000134028,0.01,0.005049912
1169,3.75E-05,0,0.005402051
739,0.327112019,0.29,0.935200389
825,0.00413715,0.12,0.100018097
237,0.000571684,0.01,0.014267759
1167,0.001663483,0,0.008134722
239,0.081033118,0.14,0.549667249
1169,0.047465526,0.18,0.174886087
90,1.67E-05,0,0.006216347
243,6.63E-06,0,0.005389685
86,0.000604041,0,0.011369843
1016,0.000265974,0.03,0.009865097
161,0.01205524,0.09,0.029575201
1091,0.000537386,0,0.038238276
197,0.007251935,0.36,0.048841574
227,7.45E-05,0,0.001134809
1157,0.000333411,0.02,0.027635183
284,9.98E-06,0,0.030845659
276,0.00035846,0,0.011174015
873,0.000303375,0.01,0.018089235
482,5.33E-05,0,0.002605959
382,0.000150914,0.01,0.006078358
583,1.96E-05,0,0.010860214
202,7.00E-05,0.03,0.008812862
82,5.23E-07,0.01,0.013396666
58,0.005321094,0,0.034373432
229,0.000291264,0,0.009856353
1159,0.008839949,0.1,0.019094087
175,4.19E-05,0,0.008384338
239,5.04E-05,0,0.014631512
1169,1.49E-05,0,0.01296211
92,0.04418857,0.07,0.093943416
482,8.27E-05,0,0.002552811
602,0.002513245,0.01,0.008346238
507,0.000550002,0,0.006066409
862,0.000435329,0,0.003618385
658,0.008643389,0.05,0.129544303
716,0.000157515,0.01,0.025523691
37,0.007592431,0,0.025481817
107,0.003988626,0.05,0.028997419
254,9.48E-05,0,0.029122215
110,0.002338486,0,0.013815357
716,0.003857119,0.01,0.004241385
452,0.000341704,0,0.002991001
235,0.001132791,0,0.005599934
1165,0.017588407,0.04,0.052013545
14,4.28E-05,0,0.010070887
82,8.61E-06,0,0.016324263
198,0.000297374,0.02,0.013118935
614,8.05E-05,0,0.052800948
227,0.08520335,0.13,0.161054399
1157,0.040531464,0.17,0.692239924
238,5.18E-06,0,0.000652266
1168,8.47E-05,0.01,0.026513468
249,5.44E-05,0,0.058691268
239,3.26E-05,0.03,0.00917289
1169,1.57E-05,0,0.03059504
671,6.25E-06,0,0.005860941
845,0.000208122,0,0.003311438
216,3.13E-05,0,0.004897668
1146,0.000289406,0,0.00567739
644,0.005324657,0.01,0.089381574
218,3.01E-05,0,0.001586223
1148,1.85E-06,0,0.019489486
153,9.33E-05,0,0.007601822
1083,0.001762438,0,0.028078335
156,0.000528216,0,0.004869451
417,4.43E-06,0,0.017017583
140,0.006135315,0.02,0.019950081
418,0.049657542,0.14,0.092019357
351,0.161224827,0.09,0.269480531
705,9.31E-06,0,0.002381187
350,1.92E-05,0,0.001712973
87,0.073508978,0.08,0.082581149
288,0.000330893,0,0.03445622
128,0.000225908,0,0.017591022
717,0.005837688,0.03,0.070198732
446,2.76E-05,0,0.003656312
620,2.42E-06,0,0.008174498
32,0.000187574,0.04,0.030125123
239,5.35E-05,0,0.002043696
1169,0.000531008,0,0.009665113
788,0.0482678,0.05,0.127311173
709,0.152641192,0.13,0.185018939
87,0.003562352,0.07,0.021999397
1017,0.000208614,0,0.005432312
84,0.000137468,0,0.004396942
237,2.52E-05,0.01,0.089348764
1167,4.47E-05,0,0.019830641
100,1.61E-05,0.01,0.019850706
140,0.000199426,0.01,0.001599854
269,0.06406223,0.04,0.145748728
239,0.000899883,0,0.058936364
1169,0.00088531,0,0.039072287
110,0.170427933,0.12,0.706202978
882,0.005489116,0,0.005279189
438,0.001942466,0.01,0.022040405
216,0.000212365,0,0.002322961
1146,6.08E-05,0,0.002411475
635,0.06930656,0.11,0.462924847
390,0.000467207,0.01,0.025423904
21,0.000140295,0,0.004121204
207,0.007486687,0.01,0.042951451
1137,0.000648926,0.01,0.041162095
730,0.000966893,0,0.01522477
320,0.000650781,0,0.002842865
235,6.85E-06,0,0.000700283
1165,2.59E-05,0,0.002767442
115,3.02E-05,0.01,0.016326567
85,0.000138851,0.01,0.009078364
238,1.99E-05,0,0.001866854
1168,5.22E-05,0,0.000903816
235,0.001476404,0.05,0.042399176
1165,1.12E-05,0,0.031573266
239,5.27E-05,0,0.000946631
1169,0.000130039,0.01,0.046187424
351,2.28E-05,0,0.004861164
163,4.89E-06,0,0.004500058
84,0.000438499,0.01,0.014174686
906,7.25E-05,0.02,0.030494769
281,0.000437467,0.05,0.014158429
239,0.000623814,0.04,0.014101924
1169,5.02E-05,0,0.014217929
27,0.001241133,0,0.052285915
238,2.89E-05,0,0.002669338
121,0.002365854,0.01,0.027411454
1051,6.52E-05,0,0.035265207
256,0.000685329,0,0.060040511
228,0.017976375,0.13,0.129309859
14,3.81E-05,0,0.017415817
212,7.30E-05,0,0.000444108
1142,0.000146917,0,0.008161958
197,0.004368237,0.02,0.05601169
65,2.63E-05,0,0.002505372
400,6.78E-05,0.02,0.043220821
550,1.28E-05,0,0.001472848
332,0.000336539,0,0.015612622
407,0.000177654,0.02,0.029274468
370,0.002312041,0.12,0.026088819
493,0.002273563,0,0.006253941
77,0.005195228,0,0.008436047
229,5.32E-05,0,0.004463258
486,0.000130069,0.01,0.005504673
36,4.52E-06,0,0.002083934
966,0.022784321,0.06,0.039889527
136,3.71E-05,0,0.007615539
106,0.000409546,0.01,0.042352745
239,0.001155435,0.08,0.004451623
1169,0.011317387,0.05,0.101108068
280,8.88E-05,0,0.008520885
671,0.007424945,0,0.031198805
66,0.034493729,0.05,0.137361911
167,9.14E-05,0,0.001072457
1097,5.32E-06,0,0.002112925
660,0.001325149,0.03,0.014116555
210,0.000117389,0,0.009602243
1140,0.01465448,0.05,0.050349304
15,0.007146442,0.01,0.037250549
699,0.001226559,0.04,0.018799917
502,3.85E-05,0,0.009888999
88,2.28E-05,0,0.010863995
532,0.002088962,0,0.017137669
205,0.003396319,0,0.008182809
1135,0.005270918,0.02,0.020979909
882,0.01500509,0.07,0.071796133
374,0.001351614,0,0.002849978
873,0.04177472,0.03,0.089351339
810,7.58E-05,0,0.002247646
206,0.000111008,0,0.010220722
29,0.000428785,0.03,0.039120056
104,0.00064558,0,0.072616024
233,0.113329835,0.08,0.164152955
33,0.071363248,0.04,0.239471698
21,0.015649905,0.19,0.044768095
33,0.000489317,0.01,0.005678531
713,0.106341124,0.21,0.278533984
615,0.00086241,0.01,0.013193552
243,0.022472546,0.1,0.086244487
100,0.000116541,0,0.018263468
517,0.00574793,0.19,0.185749948
219,0.001521204,0,0.027075306
1149,0.00023664,0,0.007044671
135,1.05E-05,0,0.028986281
